"item_id","item_name","latitude","longitude","category","sub_category","price_range","specialties","description","cultural_authenticity","historical_significance","keyword_match_count","rating","rating_count","vibes","ambience","images","distance"
153,"Stumptown Coffee Roasters",40.7457399,-73.9882272,"Coffee shop, Cafe, Tea store, Coffee store",,"Inexpensive","{}","Stumptown Coffee Roasters is a cozy coffee shop known for its expertly pulled espresso shots and artisanal brews, located inside the stylish Ace Hotel in NYC. Enjoy a quick stop with delightful pastries and a unique coffee experience.","Somewhat Authentic","f",,4.5,1569,"Chill, Trendy, Quiet","Cozy, Vintage, Casual","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/f280d512-d6b7-422a-897e-151417347300/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/cf24b780-c72c-47a7-d436-baa803e1a100/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/d243562a-c979-468d-9d22-3935d88efc00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/d5db8801-cd24-4969-36fa-92481585fa00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/0bf6ec79-c49e-49f3-93fd-ccc41f487300/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/833abaf1-b5bc-4d00-754d-7ee6c4dcda00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/8b572b65-27cd-47d2-5880-ed9b4cd3c000/public"", ""description"" : """"}]",
154,"Stumptown Coffee Roasters",40.6888305,-73.9921739,"Coffee shop",,"Inexpensive","{Bakery}","Stumptown Coffee Roasters offers an eclectic coffee experience with strong brews, artisanal pastries, and a quirky, artistic interior, perfect for chilling or working.","Highly Authentic","f",,4.5,380,"Quiet, Chill, Trendy","Cozy, Chic, Artistic, Quirky","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/f1080f4c-9979-49c6-75c9-9633d925d500/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/87184a01-7acb-40dd-661c-5dd950211300/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/5375cf38-bfb2-4951-455d-f78cef186b00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/2692737f-4389-4151-7d6a-b9d2062a0000/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/e4c68f1a-53b2-4a75-8854-3da46d086600/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/81c93903-69de-4461-f780-404931e16600/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/8fc8a370-6a80-4d72-f167-b6b81766b600/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/b5d4d7b7-dc12-4d9d-facc-a15d7e433500/public"", ""description"" : """"}]",
161,"Variety Coffee",40.6676888,-73.9811894,"Coffee shop",,"Inexpensive","{}","Variety Coffee offers a diverse array of freshly roasted, seasonal coffees in a chic and inviting setting, ideal for both coffee connoisseurs and remote workers.","Somewhat Authentic","f",,4.6,134,"Chill, Trendy, Quiet","Cozy, Chic, Modern, Artistic","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/604b27b9-cab7-4219-c260-db3964176f00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/cf9cc05b-bfc2-42b4-546b-1da4ec673d00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/95dba3e0-62ed-47b5-de66-16aadbac0900/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/6b06b770-04c7-48aa-7012-2b6922d10000/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/3d0a02bb-bd42-491d-becf-9f1883efc000/public"", ""description"" : """"}]",
164,"Variety Coffee Roasters",40.7231997,-73.9442502,"Coffee shop",,"Inexpensive","{}","Variety Coffee Roasters in Brooklyn offers fresh, seasonal coffee in a relaxed, family-friendly atmosphere. Known for its artisanal coffee and pastries, this is a casual spot perfect for a quiet moment or getting work done.","Somewhat Authentic","f",,4.4,186,"Family-Friendly, Chill, Quiet","Cozy, Casual, Minimalist","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/347d1bc1-54b6-4f32-1d7c-782aad2a2c00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/9aff96f5-8d08-46be-f6d0-47c65eef5300/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/3879391b-775f-49a4-4f26-f66cb3cd3400/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/6c0fdce1-8be5-4e32-ec67-dbd10a721c00/public"", ""description"" : """"}]",
168,"Kona Coffee Roasters | Midtown",40.751407,-73.978615,"Coffee shop",,"Moderate","{""Macadamia Latte""}","Kona Coffee Roasters brings the essence of Hawaiian coffee to NYC, offering a range of unique lattes and pastries in a bright, modern setting perfect for relaxation or work.","Authentic","f",,4.5,165,"Trendy, Chill, Family-Friendly","Modern, Minimalist","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/ed639736-f4a4-4fd6-16d5-afe6c1d8a500/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/7841b855-29ef-46df-4743-b8952f451b00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/bc58bcfe-fff5-4724-19f8-752c8d366900/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/4401a3d1-fd70-4593-fcf1-24e8c4c5c600/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/bbd17261-38e5-4489-e82e-d62411b5e300/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/8976a5a8-6fa1-4bf9-8955-9b3d6c041400/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/6907cb09-c1b1-4252-c599-d748e33f6700/public"", ""description"" : """"}]",
169,"Kona Coffee Roasters | East Village",40.7258692,-73.9898686,"Coffee shop, Cafe, Coffee roasters, Coffee wholesaler",,"Moderate","{}","Kona Coffee Roasters in East Village is a cozy coffee shop offering a unique Hawaiian coffee experience with a focus on Kona beans. Known for its Hawaiian latte and inviting atmosphere, it also provides a hybrid workspace for coffee enthusiasts.","Highly Authentic","f",,4.4,315,"Family-Friendly, Chill, Trendy","Cozy, Casual, Urban","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/cbb1c304-bfb6-4720-6828-bc1496045e00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/f588b96a-35d3-4e2b-e502-b00246009800/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/3a56ae0b-8a0e-42a4-8cd9-a3256d2de900/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/719e0acb-fae4-43f4-3f57-9370126fe600/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/9791c8e0-10c9-4d46-fb1c-72d24827d400/public"", ""description"" : """"}]",
157,"Partners Coffee — Cafe & Roastery",40.7180107,-73.9591725,"Coffee shop, Cafe, Espresso bar",,"Moderate","{}","Partners Coffee offers a modern, stylish cafe and roastery experience in Brooklyn, known for its quality coffee and a welcoming atmosphere. Ideal for coffee enthusiasts, the cafe provides both indoor and outdoor seating, making it a perfect spot for any occasion.","Somewhat Authentic","f",,4.4,1475,"Trendy, Chill, Family-Friendly","Cozy, Modern, Chic, Casual","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/e63b30a9-cbe3-4781-da66-ea4f1300ed00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/0348e5ab-7072-48d9-4a67-04b1dad16700/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/806372eb-f131-4af7-4b19-d080a3243c00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/5d4854de-c6d1-4277-3a8e-f38d470a0100/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/d8c5d714-e854-4869-e20b-f8d79998d900/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/7783a255-9fb6-4dbc-1a13-dfdfb9602f00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/790c5ad4-8787-479f-701c-832aa98c0f00/public"", ""description"" : """"}]",
158,"Variety Coffee Roasters",40.7154212,-73.9443309,"Coffee shop, Espresso bar",,"Inexpensive","{}","Variety Coffee Roasters is a popular neighborhood coffee shop in Brooklyn known for its excellent coffee and cozy ambiance. It offers a lively atmosphere, a mix of friendly staff, and artisanal coffee and pastries, catering to coffee lovers and workers alike.","Somewhat Authentic","f",,4.5,357,"Lively, Trendy, Chill","Cozy, Vibrant, Casual, Vintage","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/99257493-ff56-4bfe-c759-cc6af28b3f00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/6ffc13e9-4c1e-4f7e-9159-006e92ee7500/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/20fdc2ab-ce10-4488-da4c-f4dd5d7dad00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/8a50cf2b-98c0-4ffc-fb77-845fa45f7600/public"", ""description"" : """"}]",
162,"Variety Coffee Roasters",40.7027485,-73.9170786,"Coffee shop",,"Inexpensive","{}","Variety Coffee Roasters offers a cozy and vibrant space to enjoy high-quality coffee in Brooklyn. It caters to those looking to work remotely, with ample seating and plenty of charging ports.","Somewhat Authentic","f",,4.4,650,"Family-Friendly, Trendy, Chill","Cozy, Vibrant, Rustic, Casual","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/58331578-2209-4d58-72f9-788d18ccd400/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/61d4da51-d858-4147-b1e3-d34eb67e7d00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/99fabdf5-a6a2-45e5-cc4e-3f1f7ebdc800/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/eaa92ed1-d439-4fc1-9a79-12efa11ade00/public"", ""description"" : """"}]",
165,"Black Cat LES",40.7190149,-73.9845769,"Bar, Restaurant, Cafe, Espresso bar, Vegan restaurant",,"Inexpensive","{}","Black Cat LES, located in the Lower East Side, offers a unique and cozy cafe experience with local ingredients, vintage furniture, and a community-driven approach, ideal for meetings, study groups, and late-night events.","Somewhat Authentic","f",,4.2,505,"Trendy, Chill, Lively","Cozy, Vintage, Casual","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/43602c2e-7696-433a-4c4b-77a4ae055900/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/3d88c035-e270-46bf-73bc-2b6693d19400/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/102943ea-363f-496d-dbdb-08b72e777f00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/01a77d33-55ab-4cf5-a704-ab88d5505f00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/82a3cc57-d3d4-4042-5ac7-da03f420c400/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/e157dabd-fd6b-46ab-bcf2-90ff500cf600/public"", ""description"" : """"}]",
173,"Butler Bakeshop & Espresso Bar",40.7200763,-73.9988459,"Bakery, Coffee shop, Cafe",,"Moderate","{""Triple Chocolate Croissant"",""Butler Avocado Toast""}","Butler Bakeshop & Espresso Bar is a neighborhood favorite for its delicious artisan pastries, high-quality Intelligentsia coffee, and vibrant atmosphere. A perfect spot for breakfast, brunch, and getting work done with its cozy yet trendy design.","Highly Authentic","f",,4.7,338,"Trendy, Chill, Family-Friendly","Casual, Chic, Artistic","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/686c0a88-2145-4caa-0e6a-2f891c590600/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/f922ed85-523f-4c56-0bb4-2872d024ce00/public"", ""description"" : """"}]",
182,"Buunni Coffee - GWB Bus Terminal",40.8486499,-73.9384732,"Coffee shop",,"Moderate","{}","Buunni Coffee, located at the GWB Bus Terminal in NYC, offers a unique Ethiopian coffee experience with beans roasted weekly in the city. Known for their community-centric approach and high-quality single origin and blended coffees.","Highly Authentic","f",,4.3,61,"Quiet, Trendy, Chill","Cozy, Casual, Urban","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/8167ae79-7912-4ff4-b0fb-54c0f019c100/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/44a1b530-96c4-4791-9569-52827989b400/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/1e9597bb-dfb7-4337-7e04-d37741420a00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/0299937c-0878-4397-578b-b359f7f8db00/public"", ""description"" : """"}]",
183,"Odd Fox Coffee",40.732738,-73.9544488,"Coffee shop",,"Inexpensive","{Croissant}","Odd Fox Coffee is a cozy and quirky coffee shop in Brooklyn, perfect for getting work done or relaxing with a high-quality brew. It boasts an inviting garden seating area and a charming vintage decor.","Somewhat Authentic","f",,4.5,234,"Chill, Quiet, Trendy","Cozy, Vintage, Quirky, Garden","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/5b873f2f-bc57-4e77-bcc9-18af7afc0100/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/3ec17cee-b70a-4bd8-523a-80ec3c84ca00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/18c89f1c-439a-40cb-3df9-e21dc8aa2f00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/51414a45-7cea-4c95-e169-c8b4486e7400/public"", ""description"" : """"}]",
186,"Ground Central Coffee Company",40.7528218,-73.9896601,"Coffee shop, Book store",,"Inexpensive","{}","Ground Central Coffee Company offers a vibrant yet cozy atmosphere in Midtown Manhattan. With superhero murals and unique decor, it's perfect for grabbing a cup of artisanal coffee, enjoying a pastry, or getting some work done with free WiFi.","Not Authentic","f",,4.6,201,"Chill, Quiet, Trendy, Lively, Family-Friendly","Cozy, Casual, Modern, Quirky, Artistic","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/97386f0c-ef36-49a0-141f-273afc3ffe00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/4cb13dbd-bf0f-4f9a-2077-ab64f3260d00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/1b7deb81-2346-4439-928d-bdc131841a00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/c2474f76-77c0-4517-8900-bd6a4f9bf700/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/6215a264-d619-476e-9872-04ce35f3c400/public"", ""description"" : """"}]",
159,"Variety Coffee Roasters",40.7113438,-74.0063219,"Coffee shop",,"Inexpensive","{}","Variety Coffee Roasters offers a modern, well-lit atmosphere with a focus on freshly roasted coffee and a variety of vegan and gluten-free options. It's an ideal spot for both coffee lovers and remote workers.","Somewhat Authentic","f",,4.4,192,"Trendy, Chill, Lively","Cozy, Modern, Minimalist","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/432f7b5b-effe-4f00-a0e3-a779b4ee6500/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/b029b289-23d6-44da-d6df-b848eec0da00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/8c39837f-31d9-4787-0288-822a81f17500/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/7a446aa0-97bb-4fe2-27df-982a179d6b00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/909bb5c0-49f0-40a0-1e4b-7d5759b71300/public"", ""description"" : """"}]",
160,"Variety Coffee Roasters",40.7788574,-73.9558565,"Coffee shop, Cafe",,"Inexpensive","{}","Variety Coffee Roasters is a vibrant coffee shop offering freshly roasted coffee and a cozy space for remote working, socializing, or simply enjoying a great cup of coffee.","Not Authentic","f",,4.4,510,"Chill, Quiet, Trendy","Cozy, Modern, Minimalist, Casual","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/73d3baa4-52a5-4de2-8108-6ed22b24bd00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/09fcac05-ab16-461d-65bc-ee5c713e0c00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/8187e248-85c3-494d-da0b-4268ff81b900/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/94b2a37c-fb26-4fa3-0afd-a87776492100/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/cce9b65c-dec4-4052-d68b-5077982b4b00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/5f078238-f73b-40e2-d37e-7842ef0dbb00/public"", ""description"" : """"}]",
163,"Variety Coffee Roasters",40.745199,-73.9945617,"Coffee shop",,"Inexpensive","{}","Variety Coffee Roasters is a cozy and vibrant coffee shop in NYC, offering artisanal coffees, a variety of pastries, and a welcoming workspace. Known for its affordable prices and friendly atmosphere, it's a great spot for people watching and getting work done.","Somewhat Authentic","f",,4.4,819,"Lively, Chill, Trendy","Cozy, Vibrant, Vintage, Modern","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/5f6e8d9e-cc30-4a70-5761-8257a0af3c00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/9364ae5c-ad62-4725-efda-9bc11943a800/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/d309711a-00c0-43c0-613a-5f00e681e100/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/1c14c114-5a8d-4597-bb76-dffaa5f9d700/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/050b6ad8-a927-4cc1-3c1e-428206792300/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/dbecd848-361b-4ed9-a594-267da9026700/public"", ""description"" : """"}]",
166,"Gotan",40.7191986,-74.0066223,"Breakfast restaurant, Restaurant, Coffee shop, Lunch restaurant",,"Moderate","{""Gotan Breakfast"",""Tuna Sandwich"",""Scrambled Cheddar Biscuits"",""Avocado Toast""}","Gotan is a vibrant coffee shop in Tribeca, NYC, known for its artisanal coffee, flavorful food options including vegan and vegetarian dishes, and a cozy industry chic atmosphere perfect for both dining and remote work.","Somewhat Authentic","f",,4.5,838,"Family-Friendly, Trendy, Chill","Cozy, Industrial, Chic","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/905e8bbe-8ad2-44e9-b8f0-b56bd5c6d900/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/e658ac16-3452-4df4-dcfe-8c4005690e00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/ac6ff838-907a-4e58-d20e-a7fd38cb5d00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/55862e8a-e8b7-482f-647f-bd075a622800/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/f2881254-4dfa-4d45-9790-4e2b03493600/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/f38667ea-168b-4905-aaf5-4fb44a868200/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/077402d4-97f3-46c8-d6b3-19ff879c0900/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/eac83ef1-1981-48b7-e56c-3e04b87ece00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/c75d7a63-1e51-44b9-1647-f3ca4b7a9300/public"", ""description"" : """"}]",
105,"Slate Cafe NoMad",40.7453125,-73.9846013,"American restaurant, Cafe, Catering food and drink supplier",,"Moderate","{""Salmon Egg Cheese"",""Smoked Salmon Bagel"",""Mushroom Scramble"",""Dijon Chickpea Filad Sandwich 12""}","Slate Cafe is a bustling and cozy cafe in New York City, known for its inventive cuisine and welcoming atmosphere. It's ideal for both a casual brunch and a productive work session, offering a range of delicious beverages and dishes with vegetarian options.","Somewhat Authentic","f",,4.6,1426,"Lively, Trendy, Chill","Modern, Casual, Cozy","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/4b162eb8-f707-42af-08c6-12108175c100/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/66a78543-7dbb-4aa0-f0fd-47063c18b300/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/e27f337a-21aa-48d5-100a-776ea17f4500/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/5aee5972-f786-4a30-3d6e-79c266e0bf00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/f0582f41-5e03-42d2-9127-eee113f0d100/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/0530ea35-f7aa-48d4-324c-8a6436488f00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/300b98b7-22f9-4c9e-df19-0bcb5c96d600/public"", ""description"" : """"}]",
109,"maman",40.7389377,-74.0082583,"Breakfast restaurant, Brunch restaurant, Restaurant, Coffee shop, Dessert shop, Cafe, Delivery service, European restaurant, French restaurant, Family restaurant",,"Moderate","{Pastry}","Maman is a French-inspired café known for its cozy, vintage atmosphere and delicious pastries, serving as a charming spot for breakfast, brunch, or simply relaxing with a cup of expertly brewed coffee in New York City.","Somewhat Authentic","f",,4.1,196,"Family-Friendly, Chill, Trendy","Cozy, Vintage, Rustic","[{""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/8281a05d-2254-4c7a-cef2-57478c0bd100/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/b36f1056-8a53-4aa6-400e-323251a7b800/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/ac3a8980-25fd-44c9-28df-3616b4bb0c00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/93eece98-ec9a-47b2-c264-699adb494700/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/38e9464e-3cff-4ce1-6a7e-2a962b177000/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/1d11629b-8ee9-42ec-72f4-d51aa3b1b500/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/0e074312-f19a-4202-48ee-7ff51b00bd00/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/e061a19c-126d-4ca6-c4e7-7e2bbd688500/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/82bee6cd-45c7-4e86-c305-6260bb2dd900/public"", ""description"" : """"}, {""url"" : ""https://imagedelivery.net/Kyt3Blmu7_fj4L_FEyUy5Q/8c3470d9-090d-490d-895e-cb05c7dcc400/public"", ""description"" : """"}]",
